total_false_alarm,total_missed_detection,total_speaker_confusion,speech_total,classification_error,total_frames,ece,exname,domain,selection,direction,seed,duration,der
13547.0,48449.0,12220.0,342609.0,86436.0,420455,11.09742745757103,socio_field-random-worst-soft_segmentation-v1-a1__60@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,random,worst,1,60,21.662011213949427
11102.0,12330.0,12260.0,356093.0,47952.0,497221,1.1988853104412556,maptask-random-worst-soft_segmentation-v1-a3__180@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,random,worst,3,180,10.023224270064281
9539.0,14106.0,9967.0,356093.0,43579.0,497221,1.7045006155967712,maptask-random-worst-soft_segmentation-v1-a3__600@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,random,worst,3,600,9.43910719952372
22239.0,68005.0,15975.0,513222.0,122194.0,456494,4.343804344534874,meeting-confidence-worst-soft_segmentation-v1-a2__180@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,confidence,worst,2,180,20.69650170881217
12513.0,45416.0,9969.0,342609.0,77867.0,420455,4.85883429646492,socio_field-random-worst-soft_segmentation-v1-a3__600@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,random,worst,3,600,19.817926557679456
30136.0,126265.0,33394.0,489048.0,223189.0,426608,16.741278767585754,restaurant-random-worst-soft_segmentation-v1-a3__180@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,random,worst,3,180,38.80907395593071
77868.0,149606.0,34973.0,617187.0,297420.0,616179,11.312904208898544,webvideo-confidence-worst-soft_segmentation-v1-a3__60@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,confidence,worst,3,60,42.52309267693584
26822.0,64022.0,16193.0,513222.0,123230.0,456494,2.926125191152096,meeting-random-worst-soft_segmentation-v1-a2__180@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,random,worst,2,180,20.855886926125535
27034.0,139462.0,29129.0,489048.0,224754.0,426608,9.098902344703674,restaurant-confidence-worst-soft_segmentation-v1-a2__180@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,confidence,worst,2,180,40.00118597765454
17619.0,32856.0,11881.0,460658.0,74237.0,563732,3.651200234889984,socio_lab-random-worst-soft_segmentation-v1-a1__240@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,random,worst,1,240,13.536289394735357
37146.0,120717.0,32755.0,489048.0,223373.0,426608,3.919674828648567,restaurant-random-worst-soft_segmentation-v1-a2__240@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,random,worst,2,240,38.977360095532546
10123.0,13746.0,12813.0,356093.0,49495.0,497221,0.7949681021273136,maptask-random-worst-soft_segmentation-v1-a3__120@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,random,worst,3,120,10.301241529600414
18663.0,37750.0,13724.0,460658.0,83861.0,563732,2.2608352825045586,socio_lab-confidence-worst-soft_segmentation-v1-a2__60@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,confidence,worst,2,60,15.225394978487294
28494.0,66062.0,18030.0,513222.0,130616.0,456494,2.82820463180542,meeting-confidence-worst-soft_segmentation-v1-a2__240@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,confidence,worst,2,240,21.937095447973782
18714.0,36533.0,10841.0,460658.0,76929.0,563732,0.8841942995786667,socio_lab-random-worst-soft_segmentation-v1-a2__120@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,random,worst,2,120,14.346434882277089
18333.0,10928.0,2595.0,338534.0,34451.0,427487,1.999354362487793,broadcast_interview-confidence-worst-soft_segmentation-v1-a1__180@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,confidence,worst,1,180,9.40998540766954
10578.0,12894.0,11562.0,356093.0,46596.0,497221,0.23156071547418833,maptask-confidence-worst-soft_segmentation-v1-a3__300@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,confidence,worst,3,300,9.838441081402891
9453.0,53215.0,9328.0,342609.0,81324.0,420455,7.658344507217407,socio_field-random-worst-soft_segmentation-v1-a3__180@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,random,worst,3,180,21.014042246409172
44373.0,150398.0,36233.0,617187.0,267237.0,616179,7.601751387119293,webvideo-random-worst-soft_segmentation-v1-a1__1200@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,random,worst,1,1200,37.42852652437592
28691.0,55603.0,50447.0,559416.0,185188.0,842082,3.089555539190769,clinical-random-worst-soft_segmentation-v1-a3__300@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,random,worst,3,300,24.086011125888426
4839.0,7283.0,142.0,355044.0,12406.0,421627,0.8202970959246159,audiobooks-random-worst-soft_segmentation-v1-a2__30@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,random,worst,2,30,3.4542197586777976
14445.0,47281.0,11774.0,342609.0,85274.0,420455,7.153831422328949,socio_field-random-worst-soft_segmentation-v1-a3__240@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,random,worst,3,240,21.45302662802203
75730.0,199151.0,87775.0,2153456.0,450431.0,2092020,3.321932628750801,cts-random-worst-soft_segmentation-v1-a1__300@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,random,worst,1,300,16.84065056355923
15462.0,44020.0,11051.0,342609.0,81584.0,420455,1.7767129465937614,socio_field-confidence-worst-soft_segmentation-v1-a2__180@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,confidence,worst,2,180,20.587024859241875
100639.0,168181.0,91105.0,2153456.0,451030.0,2092020,1.7084846273064613,cts-confidence-worst-soft_segmentation-v1-a3__240@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,confidence,worst,3,240,16.713831162559163
17127.0,41775.0,12175.0,342609.0,83252.0,420455,0.7127679418772459,socio_field-confidence-worst-soft_segmentation-v1-a2__240@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,confidence,worst,2,240,20.745806444080568
27132.0,58193.0,50765.0,559416.0,186855.0,842082,3.6921344697475433,clinical-random-worst-soft_segmentation-v1-a1__300@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,random,worst,1,300,24.327155462124786
16771.0,46424.0,13288.0,342609.0,89771.0,420455,5.6068722158670425,socio_field-confidence-worst-soft_segmentation-v1-a1__120@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,confidence,worst,1,120,22.32369844341509
4180.0,5551.0,0.0,355044.0,9731.0,421627,0.10832883417606354,audiobooks-random-worst-soft_segmentation-v1-a3__300@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,random,worst,3,300,2.740787057378804
9087.0,10973.0,9048.0,398798.0,38156.0,453564,1.9849203526973724,court-confidence-worst-soft_segmentation-v1-a1__600@DIHARD_court.SpeakerDiarization.Adaptation.development,court,confidence,worst,1,600,7.298933294550124
11199.0,45342.0,11324.0,342609.0,79189.0,420455,5.614500492811203,socio_field-random-worst-soft_segmentation-v1-a1__300@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,random,worst,1,300,19.80829458654034
14422.0,13028.0,12692.0,356093.0,52834.0,497221,2.651549130678177,maptask-confidence-worst-soft_segmentation-v1-a2__30@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,confidence,worst,2,30,11.272897810403462
42430.0,49782.0,48260.0,559416.0,188732.0,842082,0.5586203187704086,clinical-confidence-worst-soft_segmentation-v1-a1__60@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,confidence,worst,1,60,25.110472349736153
19113.0,11601.0,2606.0,338534.0,35926.0,427487,1.0575845837593079,broadcast_interview-confidence-worst-soft_segmentation-v1-a1__120@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,confidence,worst,1,120,9.84243827798685
26785.0,4839.0,2787.0,338534.0,37198.0,427487,1.7887001857161522,broadcast_interview-confidence-worst-soft_segmentation-v1-a2__30@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,confidence,worst,2,30,10.164710191590801
29978.0,147729.0,30631.0,489048.0,238969.0,426608,13.660357892513275,restaurant-random-worst-soft_segmentation-v1-a1__60@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,random,worst,1,60,42.600726309073956
126286.0,152547.0,84177.0,2153456.0,447187.0,2092020,1.6571423038840294,cts-confidence-worst-soft_segmentation-v1-a1__240@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,confidence,worst,1,240,16.857089255596584
6996.0,16239.0,14701.0,398798.0,52637.0,453564,4.196741431951523,court-random-worst-soft_segmentation-v1-a3__180@DIHARD_court.SpeakerDiarization.Adaptation.development,court,random,worst,3,180,9.512585318883245
63187.0,137458.0,33399.0,617187.0,267443.0,616179,7.311219722032547,webvideo-random-worst-soft_segmentation-v1-a3__30@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,random,worst,3,30,37.921083885435046
26223.0,63709.0,15898.0,513222.0,121728.0,456494,3.556334972381592,meeting-confidence-worst-soft_segmentation-v1-a1__300@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,confidence,worst,1,300,20.620706049234055
20873.0,7434.0,2633.0,338534.0,33573.0,427487,4.922652989625931,broadcast_interview-random-worst-soft_segmentation-v1-a2__1200@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,random,worst,2,1200,9.13940697241636
9181.0,11527.0,9263.0,398798.0,39234.0,453564,1.133626326918602,court-confidence-worst-soft_segmentation-v1-a1__300@DIHARD_court.SpeakerDiarization.Adaptation.development,court,confidence,worst,1,300,7.515333577400088
21093.0,8044.0,3065.0,338534.0,35267.0,427487,5.136613547801971,broadcast_interview-random-worst-soft_segmentation-v1-a2__120@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,random,worst,2,120,9.512190799151636
7055.0,12136.0,12356.0,398798.0,43903.0,453564,3.779032453894615,court-random-worst-soft_segmentation-v1-a1__240@DIHARD_court.SpeakerDiarization.Adaptation.development,court,random,worst,1,240,7.91052111595344
97161.0,178990.0,89892.0,2153456.0,455935.0,2092020,2.645021677017212,cts-random-worst-soft_segmentation-v1-a1__240@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,random,worst,1,240,16.99793262550988
25330.0,59362.0,44212.0,559416.0,173116.0,842082,3.3957060426473618,clinical-confidence-worst-soft_segmentation-v1-a3__1200@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,confidence,worst,3,1200,23.04260157020893
5476.0,5594.0,0.0,355044.0,11070.0,421627,0.4198421258479357,audiobooks-confidence-worst-soft_segmentation-v1-a2__120@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,confidence,worst,2,120,3.1179234123094606
95900.0,175961.0,83618.0,2153456.0,439097.0,2092020,2.1006904542446136,cts-random-worst-soft_segmentation-v1-a3__300@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,random,worst,3,300,16.507372335445908
28388.0,56667.0,49738.0,559416.0,184531.0,842082,4.790955409407616,clinical-random-worst-soft_segmentation-v1-a3__240@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,random,worst,3,240,24.09530653395684
29848.0,56198.0,54380.0,559416.0,194806.0,842082,6.107885017991066,clinical-random-worst-soft_segmentation-v1-a1__240@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,random,worst,1,240,25.102249488752555
14120.0,13334.0,11135.0,356093.0,49724.0,497221,2.6792289689183235,maptask-random-worst-soft_segmentation-v1-a2__180@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,random,worst,2,180,10.836775786100821
27503.0,58316.0,16559.0,513222.0,118937.0,456494,5.045619606971741,meeting-confidence-worst-soft_segmentation-v1-a1__600@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,confidence,worst,1,600,19.948092638273497
24421.0,63342.0,45629.0,559416.0,179021.0,842082,6.06095977127552,clinical-random-worst-soft_segmentation-v1-a2__600@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,random,worst,2,600,23.844866789652066
5107.0,7738.0,0.0,355044.0,12845.0,421627,0.5151574034243822,audiobooks-confidence-worst-soft_segmentation-v1-a1__30@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,confidence,worst,1,30,3.6178614481585383
19605.0,9158.0,2553.0,338534.0,33869.0,427487,4.616266116499901,broadcast_interview-random-worst-soft_segmentation-v1-a3__240@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,random,worst,3,240,9.250474103044303
64019.0,153155.0,32915.0,617187.0,283004.0,616179,5.723847821354866,webvideo-confidence-worst-soft_segmentation-v1-a2__300@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,confidence,worst,2,300,40.5207821940514
87433.0,186290.0,87517.0,2153456.0,448757.0,2092020,2.0973196253180504,cts-random-worst-soft_segmentation-v1-a2__180@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,random,worst,2,180,16.774895795409797
13620.0,43702.0,10986.0,342609.0,79294.0,420455,2.328844740986824,socio_field-confidence-worst-soft_segmentation-v1-a2__600@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,confidence,worst,2,600,19.937596502135086
54296.0,39547.0,49875.0,559416.0,193593.0,842082,0.9491128847002983,clinical-confidence-worst-soft_segmentation-v1-a2__60@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,confidence,worst,2,60,25.690720322622163
32664.0,54304.0,51426.0,559416.0,189820.0,842082,4.3651435524225235,clinical-random-worst-soft_segmentation-v1-a2__240@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,random,worst,2,240,24.739013542694526
25072.0,141018.0,27335.0,489048.0,220760.0,426608,17.093026638031006,restaurant-confidence-worst-soft_segmentation-v1-a2__240@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,confidence,worst,2,240,39.55133238455121
33770.0,52562.0,50996.0,559416.0,188324.0,842082,0.5924103781580925,clinical-random-worst-soft_segmentation-v1-a3__180@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,random,worst,3,180,24.54845767729203
91168.0,182031.0,84201.0,2153456.0,441601.0,2092020,0.9627426974475384,cts-confidence-worst-soft_segmentation-v1-a3__600@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,confidence,worst,3,600,16.59657778008931
109448.0,166271.0,88412.0,2153456.0,452543.0,2092020,1.4538205228745937,cts-confidence-worst-soft_segmentation-v1-a2__600@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,confidence,worst,2,600,16.909145113714885
21993.0,70630.0,16010.0,513222.0,124643.0,456494,4.204292595386505,meeting-confidence-worst-soft_segmentation-v1-a2__120@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,confidence,worst,2,120,21.166863462595135
8807.0,11344.0,10072.0,398798.0,40295.0,453564,1.619907096028328,court-confidence-worst-soft_segmentation-v1-a3__240@DIHARD_court.SpeakerDiarization.Adaptation.development,court,confidence,worst,3,240,7.578523463006334
22079.0,35254.0,12528.0,460658.0,82389.0,563732,2.801675722002983,socio_lab-confidence-worst-soft_segmentation-v1-a2__30@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,confidence,worst,2,30,15.165480681980991
14281.0,46553.0,12138.0,460658.0,85110.0,563732,5.141215398907661,socio_lab-random-worst-soft_segmentation-v1-a2__30@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,random,worst,2,30,15.840819002383547
19630.0,142307.0,28010.0,489048.0,217957.0,426608,11.995292454957962,restaurant-confidence-worst-soft_segmentation-v1-a3__300@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,confidence,worst,3,300,38.84015474963603
20565.0,7504.0,2195.0,338534.0,32459.0,427487,1.988767832517624,broadcast_interview-confidence-worst-soft_segmentation-v1-a3__300@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,confidence,worst,3,300,8.939722450329953
29091.0,128297.0,30354.0,489048.0,218096.0,426608,10.02272516489029,restaurant-random-worst-soft_segmentation-v1-a3__600@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,random,worst,3,600,38.38927876200291
52822.0,145442.0,37507.0,617187.0,273278.0,616179,3.91860194504261,webvideo-random-worst-soft_segmentation-v1-a3__600@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,random,worst,3,600,38.20090183364199
22474.0,68579.0,16776.0,513222.0,124605.0,456494,8.128441870212555,meeting-random-worst-soft_segmentation-v1-a1__60@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,random,worst,1,60,21.010206109636766
60242.0,144216.0,36512.0,617187.0,277482.0,616179,11.295054107904434,webvideo-random-worst-soft_segmentation-v1-a3__240@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,random,worst,3,240,39.04327213632173
14959.0,12319.0,11964.0,356093.0,51206.0,497221,2.944055199623108,maptask-random-worst-soft_segmentation-v1-a2__240@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,random,worst,2,240,11.020154847188795
4161.0,4954.0,0.0,355044.0,9115.0,421627,0.091758236521855,audiobooks-confidence-worst-soft_segmentation-v1-a1__1200@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,confidence,worst,1,1200,2.567287434796814
17658.0,10986.0,10327.0,398798.0,49298.0,453564,1.7568845301866531,court-confidence-worst-soft_segmentation-v1-a2__30@DIHARD_court.SpeakerDiarization.Adaptation.development,court,confidence,worst,2,30,9.772115206194615
102534.0,163922.0,93839.0,2153456.0,454134.0,2092020,1.6213156282901764,cts-confidence-worst-soft_segmentation-v1-a2__240@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,confidence,worst,2,240,16.73101284632702
71580.0,146462.0,34200.0,617187.0,286442.0,616179,8.057788014411926,webvideo-confidence-worst-soft_segmentation-v1-a2__240@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,confidence,worst,2,240,40.86962298298571
103541.0,178571.0,88666.0,2153456.0,459444.0,2092020,1.558469794690609,cts-random-worst-soft_segmentation-v1-a2__60@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,random,worst,2,60,17.217811740755327
32298.0,132367.0,31955.0,489048.0,228575.0,426608,19.45805251598358,restaurant-random-worst-soft_segmentation-v1-a2__30@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,random,worst,2,30,40.204642489080825
4192.0,7525.0,324.0,355044.0,12365.0,421627,1.847083494067192,audiobooks-random-worst-soft_segmentation-v1-a3__30@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,random,worst,3,30,3.3914106420612655
18923.0,66605.0,16970.0,513222.0,119468.0,456494,0.8801527321338654,meeting-random-worst-soft_segmentation-v1-a3__600@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,random,worst,3,600,19.971474332744894
9012.0,14450.0,12646.0,398798.0,48754.0,453564,2.092190645635128,court-random-worst-soft_segmentation-v1-a1__30@DIHARD_court.SpeakerDiarization.Adaptation.development,court,random,worst,1,30,9.054207894723644
6717.0,4912.0,33.0,355044.0,11695.0,421627,0.2636411925777793,audiobooks-random-worst-soft_segmentation-v1-a1__30@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,random,worst,1,30,3.2846633093363073
20085.0,33197.0,12859.0,460658.0,79000.0,563732,2.134438045322895,socio_lab-random-worst-soft_segmentation-v1-a3__180@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,random,worst,3,180,14.357940163852575
29480.0,59653.0,52450.0,559416.0,194033.0,842082,7.04318955540657,clinical-random-worst-soft_segmentation-v1-a2__120@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,random,worst,2,120,25.309072318274772
87990.0,132506.0,35392.0,617187.0,291280.0,616179,7.9740971326828,webvideo-confidence-worst-soft_segmentation-v1-a1__120@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,confidence,worst,1,120,41.46036776536123
38231.0,50210.0,51557.0,559416.0,191555.0,842082,1.9776035100221634,clinical-confidence-worst-soft_segmentation-v1-a3__120@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,confidence,worst,3,120,25.025741130035605
22148.0,41296.0,11992.0,342609.0,87428.0,420455,5.998116359114647,socio_field-confidence-worst-soft_segmentation-v1-a1__30@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,confidence,worst,1,30,22.018102268183267
30887.0,126940.0,29210.0,489048.0,216247.0,426608,9.574594348669052,restaurant-confidence-worst-soft_segmentation-v1-a3__600@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,confidence,worst,3,600,38.24512113330389
17369.0,31998.0,11784.0,460658.0,72935.0,563732,0.8170417509973049,socio_lab-confidence-worst-soft_segmentation-v1-a1__180@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,confidence,worst,1,180,13.274707049481393
20349.0,8116.0,2815.0,338534.0,34095.0,427487,4.522601887583733,broadcast_interview-random-worst-soft_segmentation-v1-a2__600@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,random,worst,2,600,9.239840016069287
34287.0,124811.0,32483.0,489048.0,224064.0,426608,16.787089407444,restaurant-random-worst-soft_segmentation-v1-a3__120@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,random,worst,3,120,39.17427328196823
24234.0,66055.0,16382.0,513222.0,123053.0,456494,4.58616316318512,meeting-random-worst-soft_segmentation-v1-a3__120@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,random,worst,3,120,20.78457275798777
16352.0,11092.0,12550.0,356093.0,52544.0,497221,1.6678592190146446,maptask-confidence-worst-soft_segmentation-v1-a1__30@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,confidence,worst,1,30,11.231335634230383
30515.0,138622.0,32118.0,489048.0,233373.0,426608,28.094306588172913,restaurant-random-worst-soft_segmentation-v1-a3__30@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,random,worst,3,30,41.15240221818717
23531.0,138173.0,28790.0,489048.0,219284.0,426608,13.724605739116669,restaurant-confidence-worst-soft_segmentation-v1-a2__120@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,confidence,worst,2,120,38.95200471119399
9405.0,14862.0,13644.0,356093.0,51555.0,497221,0.17822517547756433,maptask-confidence-worst-soft_segmentation-v1-a1__120@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,confidence,worst,1,120,10.646376087145775
22990.0,8174.0,5608.0,338534.0,42380.0,427487,6.375111639499664,broadcast_interview-random-worst-soft_segmentation-v1-a1__30@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,random,worst,1,30,10.86212906236892
26532.0,58015.0,50111.0,559416.0,184769.0,842082,0.469094468280673,clinical-confidence-worst-soft_segmentation-v1-a1__300@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,confidence,worst,1,300,24.071174224548457
72990.0,139092.0,34602.0,617187.0,281286.0,616179,6.526850163936615,webvideo-random-worst-soft_segmentation-v1-a1__60@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,random,worst,1,60,39.969085544575634
15820.0,41938.0,9419.0,342609.0,76596.0,420455,6.842299550771713,socio_field-random-worst-soft_segmentation-v1-a1__600@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,random,worst,1,600,19.607482582185522
20542.0,7292.0,2462.0,338534.0,32758.0,427487,2.6952726766467094,broadcast_interview-confidence-worst-soft_segmentation-v1-a1__240@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,confidence,worst,1,240,8.949174972085522
4651.0,6056.0,0.0,355044.0,10707.0,421627,1.3337981887161732,audiobooks-confidence-worst-soft_segmentation-v1-a2__180@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,confidence,worst,2,180,3.0156825632879305
19942.0,40473.0,10258.0,342609.0,80931.0,420455,1.1575027368962765,socio_field-confidence-worst-soft_segmentation-v1-a2__300@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,confidence,worst,2,300,20.627887767104774
23014.0,41290.0,11802.0,342609.0,87908.0,420455,5.364282801747322,socio_field-confidence-worst-soft_segmentation-v1-a3__60@DIHARD_socio_field.SpeakerDiarization.Adaptation.development,socio_field,confidence,worst,3,60,22.213660470098567
20819.0,6836.0,2240.0,338534.0,32135.0,427487,4.298616945743561,broadcast_interview-random-worst-soft_segmentation-v1-a3__600@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,random,worst,3,600,8.83072305883604
30299.0,60771.0,17524.0,513222.0,126118.0,456494,7.122909277677536,meeting-confidence-worst-soft_segmentation-v1-a3__60@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,confidence,worst,3,60,21.15926441189193
22292.0,6892.0,2560.0,338534.0,34304.0,427487,4.340538010001183,broadcast_interview-random-worst-soft_segmentation-v1-a1__180@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,random,worst,1,180,9.376901581525047
21846.0,8336.0,3434.0,338534.0,37050.0,427487,3.638254851102829,broadcast_interview-random-worst-soft_segmentation-v1-a3__30@DIHARD_broadcast_interview.SpeakerDiarization.Adaptation.development,broadcast_interview,random,worst,3,30,9.929874104225869
125046.0,163753.0,85810.0,2153456.0,460419.0,2092020,1.7964964732527733,cts-confidence-worst-soft_segmentation-v1-a3__120@DIHARD_cts.SpeakerDiarization.Adaptation.development,cts,confidence,worst,3,120,17.39571182322741
5050.0,4896.0,0.0,355044.0,9946.0,421627,0.2738869749009609,audiobooks-random-worst-soft_segmentation-v1-a3__60@DIHARD_audiobooks.SpeakerDiarization.Adaptation.development,audiobooks,random,worst,3,60,2.801342932143622
44701.0,146623.0,34446.0,617187.0,260216.0,616179,8.583878725767136,webvideo-random-worst-soft_segmentation-v1-a1__240@DIHARD_webvideo.SpeakerDiarization.Adaptation.development,webvideo,random,worst,1,240,36.58048533102609
44225.0,55141.0,47391.0,559416.0,194148.0,842082,1.2332072481513023,clinical-confidence-worst-soft_segmentation-v1-a1__30@DIHARD_clinical.SpeakerDiarization.Adaptation.development,clinical,confidence,worst,1,30,26.233965421081983
30846.0,120154.0,29972.0,489048.0,210944.0,426608,13.573828339576721,restaurant-random-worst-soft_segmentation-v1-a2__1200@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,random,worst,2,1200,37.00495656868038
12328.0,11681.0,12068.0,356093.0,48145.0,497221,0.37458373699337244,maptask-confidence-worst-soft_segmentation-v1-a1__600@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,confidence,worst,1,600,10.13134209321722
37033.0,131235.0,30664.0,489048.0,229596.0,426608,3.9374742656946182,restaurant-random-worst-soft_segmentation-v1-a1__180@DIHARD_restaurant.SpeakerDiarization.Adaptation.development,restaurant,random,worst,1,180,40.67739771965124
23821.0,64735.0,16489.0,513222.0,121534.0,456494,4.258204996585846,meeting-random-worst-soft_segmentation-v1-a3__240@DIHARD_meeting.SpeakerDiarization.Adaptation.development,meeting,random,worst,3,240,20.467750797900326
10822.0,21435.0,20618.0,356093.0,73493.0,497221,2.731178142130375,maptask-random-worst-soft_segmentation-v1-a2__60@DIHARD_maptask.SpeakerDiarization.Adaptation.development,maptask,random,worst,2,60,14.848649088861618
14748.0,37756.0,12701.0,460658.0,77906.0,563732,2.0384667441248894,socio_lab-random-worst-soft_segmentation-v1-a2__180@DIHARD_socio_lab.SpeakerDiarization.Adaptation.development,socio_lab,random,worst,2,180,14.154752549613814
